ID,NAME,URL,TELEPHONE,LONGITUDE,LATITUDE,ADDRESS_REGION,ADDRESS_LOCALITY,ADDRESS_COUNTRY
648,Castle Leslie Equestrian Centre,http://www.castleleslie.com,+353(0)4788535,-6.889562,54.320018,Monaghan,Glaslough,Republic of Ireland
649,Wildlife and Heritage Centre,http://www.wildlifeandheritage.com,+353(0)4780632,-6.819628,54.229011,Monaghan,Clontibret,Republic of Ireland
650,Beauty by the Shannon,http://www.beautybytheshannon.ie,+353(0)719622930,-8.095491,53.943621,Leitrim,Carrick-On-Shannon,Republic of Ireland
651,Súil Siar,http://www.sliabhleague.com,+353(0)749739077,-8.64726677095973,54.6368078034465,Donegal,Teelin,Republic of Ireland
652,Dive West Ireland,http://www.divewestireland.com,+353(0)868365983,-10.120582,54.095458,Mayo,Belmullet (Béal an Mhuirthead),Republic of Ireland
654,Ardmore Diving,http://www.waider.ie/diving/,+353(0)5846577,-7.58995683071722,52.1153068747285,Waterford,Ardmore Village,Republic of Ireland
657,Casa Blanca,http://www.facebook.com/profile.php?id=100009862755166&fref=ts,+353(0)567723922,-7.25065739384842,52.6515226271922,Kilkenny,Kilkenny City,Republic of Ireland
658,Barton Smith Sports,http://www.barton-smith.ie,+353(0)719142356,-8.474035,54.272266,Sligo,Sligo Town,Republic of Ireland
660,The Pumphouse,https://www.facebook.com/pump.house.73/,+353(0)567763924,-7.255144,52.654905,Kilkenny,Kilkenny,Republic of Ireland
661,Rossa Pottery,https://www.facebook.com/pages/Rossa-Pottery/241749435858046,+353(0)6261388,-7.890234,52.499847,Tipperary,Cashel,Republic of Ireland
662,Killybegs Angling Charters,http://www.killybegsangling.com,+353(0)872200982,-8.449432,54.632509,Donegal,Killybegs,Republic of Ireland
663,Wehrly Bros Ltd - Jewellers,https://www.wehrlybros.ie,+353(0)719142252,-8.4753,54.270635,Sligo,Sligo Town,Republic of Ireland
666,Ireland Walk Hike Bike,http://www.irelandwalkhikebike.com,+353(0)667186181,-9.69031721408077,52.286721526826,Kerry,Tralee,Republic of Ireland
670,The Marine Links Hotel,,+353(0)6827139,-9.675874,52.510845,Kerry,Ballybunion,Republic of Ireland
672,John Deady,,+353(0)667124524,-9.861178,52.279421,Kerry,Tralee,Republic of Ireland
673,The North Kerry Way,,+353(0)667121288,-9.706157,52.26677,Kerry,Tralee,Republic of Ireland
674,Pat Falvey Irish and Worldwide Adventures,http://www.patfalvey.com,+353(0)646644181,-9.64448,52.042654,Kerry,Killarney,Republic of Ireland
675,Fenit Cycleway,,+353(0)667121288,-9.8595306147581,52.2797083924763,Kerry,Fenit,Republic of Ireland
676,The Kerry Head Cycleway,,+353(0)667121288,-9.706157,52.26677,Kerry,Tralee,Republic of Ireland
678,The Thatch Teahouse,,+353(0)719858920,-8.21310252918636,54.5464389345078,Donegal,Rossnowlagh,Republic of Ireland
680,Ivy Rooms Snooker Club,https://www.facebook.com/IvyRooms/,+353(0)599137714,-6.94393404495235,52.8453938792501,Carlow,Graiguecullen,Republic of Ireland
681,Italian Connection,http://www.italianconnection.ie/,+353(0)567764225,-7.25454315459637,52.6546716401128,Kilkenny,Kilkenny City,Republic of Ireland
682,Kinsale Angling,http://www.kinsaleangling.com,+353(0)214774946,-8.51802299993892,51.7016136063228,Cork,Kinsale,Republic of Ireland
683,Dunmore East Adventure Centre,http://www.dunmoreadventure.com,+353(0)51383783,-6.99282397784043,52.1488649167251,Waterford,Dunmore East,Republic of Ireland
684,Ennis Walking Tours,http://www.enniswalkingtours.com,+353(0)876483714,-8.9818,52.8442,Clare,Ennis,Republic of Ireland
686,Kingfisher Walks,http://www.kingfisherlodgekillarney.com,+353(0)646637131,-9.505766,52.06358,Kerry,Killarney,Republic of Ireland
687,The Kilrane Inn,,+353(0)539133661,-6.354959,52.241772,Wexford,Rosslare Harbour,Republic of Ireland
689,Union Hall,,+353(0)2821489,-9.14153515340403,51.5579293879735,Cork,Union Hall,Republic of Ireland
690,An Spailpín Fánac,http://www.facebook.com/anspailpinfanac/,+353(0)214277949,-8.476583,51.896615,Cork,Cork City,Republic of Ireland
691,Judy Greene Pottery,http://www.judygreenepottery.com,+353(0)91561753,-9.054773,53.271334,Galway,Galway City,Republic of Ireland
692,Jacobs on the Mall,http://www.jacobsonthemall.com,+353(0)214251530,-8.47211,51.896324,Cork,Cork City,Republic of Ireland
694,Cloonfad Scenic Walks,http://cloonfadscenicwalks.ie/,+353(0)876330125,-8.70351305852273,53.6735205199283,Roscommon,Ballyhaunis,Republic of Ireland
695,Silver Line Cruisers,http://www.silverlinecruisers.com/,+353(0)579151112,-7.989773,53.193456,Offaly,Banagher,Republic of Ireland
696,Angela's Ashes Walking Tour,https://www.limerick.ie/discover/eat-see-do/tours/angelas-ashes-walking-tours,+353(0)833000111,-8.62566,52.6653,Limerick,Limerick City,Republic of Ireland
699,Burren Perfumery and Floral Centre,http://www.burrenperfumery.com,+353(0)657089102,-9.046679,53.043526,Clare,Carron,Republic of Ireland
700,Clare Genealogical Centre,http://www.clareroots.com,+353(0)656837955,-9.062772,52.944889,Clare,Corofin,Republic of Ireland
701,Roscommon Racecourse,http://www.roscommonracecourse.ie/,+353(0)906626231,-8.22366716873455,53.6440028865075,Roscommon,Roscommon,Republic of Ireland
703,Kerry Sea Angling,,+353(0)872312366,-9.803743,52.103701,Kerry,Killorglin,Republic of Ireland
706,Merchant's Quay Shopping Centre,https://www.mqsc.ie,+353(0)214275466,-8.469817,51.899495,Cork,Cork City,Republic of Ireland
707,The Palmer Smurfit Course,http://www.kclub.ie,+353(0)16017200,-6.627881,53.311384,Kildare,Straffan,Republic of Ireland
708,Galway Racecourse,http://www.galwayraces.com,+353(0)91753870,-8.993957,53.298185,Galway,Galway ,Republic of Ireland
714,Corbett Court,,+353(0)2527272,-8.268806,52.203588,Cork,Fermoy,Republic of Ireland
716,Shuttle Knit,,+353(0)40425641,-6.037418,52.978221,Wicklow,Wicklow Town,Republic of Ireland
717,Angling Services Ireland,http://www.anglingservicesireland.com,+353(0)866011878,-8.286942,53.983539,Roscommon,Boyle,Republic of Ireland
718,Farmgate,,+353(0)214278134,-8.474744,51.897651,Cork,Cork City,Republic of Ireland
719,Go with the Flow River Adventures,https://www.facebook.com/GoWithTheFlowRiverAdventures?fref=ts,+353(0)872529700,-6.91489509002406,52.5621900098758,Carlow,Borris,Republic of Ireland
720,Michael Drinan,http://www.flyfishingireland.net,+353(0)872353885,-8.45743419556606,51.9802204396424,Cork,Carrignavar,Republic of Ireland
721,Star Outdoors Adventure Centre,http://www.staroutdoors.ie,+353(0)646641222,-9.63132545123993,51.849844859029,Kerry,Kenmare,Republic of Ireland
722,The Burren,http://www.burren.ie,+353(0)657071017,-8.99608051367181,53.0134778638453,Clare,Ennis,Republic of Ireland
723,Cappanalea Outdoor Education Centre,http://www.cappanalea.ie,+353(0)669769244,-9.85316860845944,52.0469301572607,Kerry,Killorglin,Republic of Ireland
724,Four Liars Bistro,,+353(0)214394040,-8.47703,51.902646,Cork,Cork City,Republic of Ireland
725,Harbour Yacht Management Ltd.,http://www.sailcorkharbour.com,+353(0)214813911,-8.291812,51.850919,Cork,Cobh,Republic of Ireland
726,An Bonnán Buí,,+353(0)669481731,-10.228964,51.945478,Kerry,Cahersiveen,Republic of Ireland
727,Morelli,,+353(0)6261151,-7.886332,52.517766,Tipperary,Cashel,Republic of Ireland
728,La Jolie Brise,http://www.waterfrontbaltimore.ie/#,+353(0)2820600,-9.372935,51.483065,Cork,Baltimore,Republic of Ireland
729,Loop Head Adventures Ltd,https://www.facebook.com/loop.head.98?ref=ts&fref=ts,+353(0)659058875,-9.890971,52.576287,Clare,Kilbaha,Republic of Ireland
731,Go Trekking!  Westport Woods Hotel,http://www.gotrekking.ie,+353(0)872605672,-9.540553,53.799301,Mayo,Westport,Republic of Ireland
732,Clonanav Fly Fishing & Angling Centre,http://www.flyfishingireland.com,+353(0)526136765,-7.736289,52.280667,Waterford,Via Clonmel,Republic of Ireland
733,Cafe Lucia,http://www.ardkeen.com/Home.aspx?SID=6&SSID=52,+353(0)51825553,-7.111342,52.260649,Waterford,Waterford City,Republic of Ireland
734,The Rising Sun,http://www.therisingsun.ie,+353(0)51898173,-7.171907,52.370838,Kilkenny,Mullinavat,Republic of Ireland
736,Simply Irish,http://www.facebook.com/SimplyIrishKnitwear/,+353(0)2491642,-7.812431,51.982012,Waterford,Kinsalebeg,Republic of Ireland
737,Arigna Miner's Way and Historical Trail,http://unabhan.ie/miners-way-maps,+353(0)719663033,-8.10839224344177,54.0822517869021,Roscommon,Boyle,Republic of Ireland
738,The Helm - Sea Angling & Boat Charter,http://www.thehelm.ie,+353(0)9826194,-9.547706,53.800182,Mayo,Westport,Republic of Ireland
739,Sli na Slainte Walking Routes - Roscommon,http://irishheart.ie/events/ss/,+353(0)906637100,-8.19317602101988,53.6285364191138,Roscommon,Roscommon,Republic of Ireland
740,Croagh Patrick Heritage Trail,http://www.irishtrails.ie/trail/Croagh-Patrick-Heritage-Trail/10/,+353(0)949360891,-9.13312536081957,53.8089369717232,Mayo,Claremorris,Republic of Ireland
751,Castlecomer Estate Craft Yard,http://www.castlecomercraftyard.com,,-7.202379,52.8072,Kilkenny,Castlecomer,Republic of Ireland
756,1916 Rebellion Walking Tours,http://www.1916rising.com,+353(0)868583847,-6.261746,53.343099,Dublin,Dublin City Centre,Republic of Ireland
757,Anglers Rest,http://theanglersrest.ie/,+353(0)18208314,-6.358864,53.359149,Dublin,Chapelizod,Republic of Ireland
758,Arkland Studio,http://www.arkland.ie,+353(0)14972885,-6.253873,53.325825,Dublin,Ranelagh,Republic of Ireland
759,Arnotts Ltd.,http://www.arnotts.ie,+353(0)18050400,-6.263304,53.349213,Dublin,Dublin City,Republic of Ireland
760,Avoca Handweavers Dublin City Centre,http://www.avoca.ie/home/explore/stores/?id=1,+353(0)16774215,-6.259913,53.343547,Dublin,Dublin,Republic of Ireland
762,Hartleys Brasserie,,+353(0)12806767,-6.134013,53.29477,Dublin,Dún Laoghaire,Republic of Ireland
763,The Brazen Head,http://www.brazenhead.com,+353(0)16779549,-6.276511,53.345044,Dublin,Dublin City,Republic of Ireland
764,Butlers Chocolate Café - Wicklow Street,http://www.butlerschocolates.com,+353(0)16710599,-6.261904,53.342964,Dublin,Dublin City,Republic of Ireland
765,Café en Seine,http://www.cafeenseine.ie/,+353(0)16774567,-6.25858058035657,53.3406839785848,Dublin,Dublin City,Republic of Ireland
766,Café Topolis,,+353(0)16704961,-6.267469,53.344327,Dublin,Dublin City,Republic of Ireland
767,Calliaghstown Equestrian Centre,https://www.facebook.com/calliaghstownequestriancentre/info?tab=overview,+353(0)14588322,-6.506392,53.249207,Dublin,Rathcoole,Republic of Ireland
768,Carroll's Irish Gift Stores,http://www.CarrollsIrishGifts.com,+353(0)16775088,-6.259428,53.346477,Dublin,Dublin City Centre,Republic of Ireland
769,Cathedral Stamps,http://cathedralstampsdublin.com/,+353(0)18786384,-6.259634,53.350368,Dublin,Dublin City Centre,Republic of Ireland
774,Cobblestone,http://www.cobblestonepub.ie,+353(0)18721799,-6.277853,53.349805,Dublin,Dublin City,Republic of Ireland
775,Combridge Fine Arts,http://www.cfa.ie,+353(0)16774652,-6.262737,53.342109,Dublin,Central Dublin,Republic of Ireland
777,Newgrange & Boyne Valley - Day Tours Unplugged,http://www.daytoursunplugged.ie,+353(0)872720764,-6.286011,53.3837,Dublin,Glasnevin,Republic of Ireland
779,Dublin Crystal,http://www.dublincrystal.com,+353(0)12987302,-6.247162,53.294487,Dublin,Dundrum,Republic of Ireland
785,House of Ireland,http://www.houseofireland.com,+353(0)16711111,-6.258091,53.34282,Dublin,Dublin city centre,Republic of Ireland
789,Kart City Raceway,http://www.kartcityraceway.com,+353(0)18426144,-6.242127,53.41158,Dublin,Santry,Republic of Ireland
790,Keogh's Café,http://keoghscafe.ie/,+353(0)16778599,-6.262204,53.344033,Dublin,Dublin City,Republic of Ireland
791,Kilkenny,http://www.kilkennyshop.com,+353(0)16777066,-6.255074,53.342141,Dublin,Dublin City Centre,Republic of Ireland
793,Kylemore Karting,http://ewww.kylemorekarting.ie,+353(0)16261444,-6.35422838467309,53.3337668230029,Dublin,Kylemore,Republic of Ireland
796,Lemon Crepe and Coffee Co.,http://www.lemonco.com/,+353(0)16729044,-6.261974,53.342909,Dublin,Dublin City,Republic of Ireland
798,The Long Stone,https://longstonepub.com/,+353(0)16718102,-6.25571,53.34604,Dublin,Dublin City,Republic of Ireland
799,Luigi Malone's,http://www.luigimalones.com,+353(0)16792723,-6.263564,53.34514,Dublin,Dublin City Centre,Republic of Ireland
802,Monty's of Kathmandu,http://www.montys.ie,+353(0)16704911,-6.264691,53.344471,Dublin,Dublin city centre,Republic of Ireland
803,Odessa,http://www.facebook.com/OdessaClubDublin/,+353(0)16707634,-6.263949,53.343573,Dublin,Dublin City,Republic of Ireland
804,The Old Stand,http://www.theoldstandpub.com,+353(0)16777220,-6.26212,53.343143,Dublin,Dublin 2,Republic of Ireland
805,Oliver St. John Gogarty,http://www.gogartys.ie,+353(0)16711822,-6.261708,53.345541,Dublin,Dublin 2,Republic of Ireland
806,Oscar Taylor's,http://www.islandviewhotel.ie,+353(0)18450099,-6.141412,53.449607,Dublin,Malahide,Republic of Ireland
807,Pearl Brasserie,http://www.pearl-brasserie.com,+353(0)16613572,-6.253195,53.338265,Dublin,Dublin City,Republic of Ireland
808,Peterson of Dublin,http://www.peterson.ie,+353(0)16714652,-6.259391,53.344024,Dublin,Dublin City Centre,Republic of Ireland
812,Salamanca,http://www.salamanca.ie,+353(0)16774799,-6.261616,53.343483,Dublin,Dublin City,Republic of Ireland
814,Skirmish Paintball Pursuits Ltd.,http://www.skirmish.ie,+353(0)873369107,-6.321670790343,53.0111864662336,Wicklow,Roundwood,Republic of Ireland
817,TGI Friday's,http://www.tgifridays.ie,+353(0)14781233,-6.262002,53.339967,Dublin,Dublin City,Republic of Ireland
819,The Stag's Head,http://www.louisfitzgerald.com/stagshead,+353(0)16793687,-6.263538,53.343813,Dublin,Dublin,Republic of Ireland
821,Tipperary Crystal,http://www.tipperarycrystal.com,+353(0)18665828,-6.34379,53.312765,Dublin,Ballycoolin,Republic of Ireland
825,Viking Splash Tours,http://www.VikingSplash.com,+353(0)17076000,-6.257493,53.33913,Dublin,Dublin City,Republic of Ireland
826,Wagamama,http://www.wagamama.ie,+353(0)14782152,-6.262002,53.339967,Dublin,Dublin City Centre,Republic of Ireland
827,Yamamori Noodles,http://www.yamamori.ie,+353(0)14755001,-6.264673,53.342837,Dublin,Dublin City Centre,Republic of Ireland
828,Zaytoon,http://www.zaytoon.ie/,+353(0)16773595,-6.267318,53.344889,Dublin,Dublin City,Republic of Ireland
829,Stephen's Green Shopping Centre,http://www.stephensgreen.com,+353(0)14780888,-6.262002,53.339967,Dublin,Dublin City,Republic of Ireland
832,The Ivy House,http://www.theivyhouse.ie,+353(0)18375385,-6.252306,53.372434,Dublin,Dublin City,Republic of Ireland
836,Caviston's,http://cavistons.com/,+353(0)12809245,-6.122782,53.287158,Dublin,Sandycove,Republic of Ireland
837,101 Talbot,http://www.101talbot.ie,+353(0)18745011,-6.257199,53.350167,Dublin,Dublin City Centre,Republic of Ireland
838,Vagabond Adventure Tours,http://vagabondtoursofireland.com/6-days-along-irelands-ancient-east/?utm_source=IAEWEB&utm_medium=WEB&utm_campaign=IAEWEBLISTING,+353(0)15634358,-6.10577965567779,53.0844265273893,Wicklow,Newtownmountkennedy,Republic of Ireland
839,The Mongolian Barbeque,http://www.mongolianbbq.ie,+353(0)16704154,-6.261935,53.344968,Dublin,Dublin City,Republic of Ireland
840,itsa,http://itsa.ie/,+353(0)18044555,-6.263304,53.349213,Dublin,Dublin city centre,Republic of Ireland
842,Rolys Bistro,http://www.rolysbistro.ie,+353(0)16682611,-6.232253,53.329399,Dublin,Dublin City,Republic of Ireland
844,Blazing Salads,http://www.blazingsalads.com,+353(0)16719552,-6.263011,53.34255,Dublin,Dublin City,Republic of Ireland
845,MacTurcaills,,+353(0)16790981,-6.255297,53.345973,Dublin,Dublin City,Republic of Ireland
846,O'Connells in Donnybrook,http://www.oconnellsdonnybrook.com,+353(0)12696116,-6.23835140571122,53.3228431952623,Dublin,Donnybrook,Republic of Ireland
847,Doheny & Nesbitt,http://dohenyandnesbitts.ie/,+353(0)16762945,-6.252872,53.338038,Dublin,Dublin 2,Republic of Ireland
848,Filmbase Roasted Brown Cafe,http://www.filmbase.ie,+353(0)16796716,-6.264707,53.344813,Dublin,Dublin City,Republic of Ireland
850,Pacino's,http://www.pacinos.ie,+353(0)16775651,-6.259871,53.343321,Dublin,Dublin City,Republic of Ireland
852,The Bankers,http://thebankersbar.ie/,+353(0)16793697,-6.262441,53.343947,Dublin,Dublin City,Republic of Ireland
853,Shanahan's on the Green,http://www.shanahans.ie,+353(0)14070939,-6.262309,53.338397,Dublin,Dublin City,Republic of Ireland
854,Art & Antiques Quarter,http://www.artandantiquesquarter.ie/,+353(0)14731126,-6.273896,53.340223,Dublin,Dublin City Centre,Republic of Ireland
856,"Cafe Cairo, Trinity Capital Hotel",http://www.trinitycapitalhotel.com,+353(0)16481000,-6.254148,53.345194,Dublin,Dublin city centre,Republic of Ireland
857,Celtic Whiskey Shop,http://www.celticwhiskeyshop.com,+353(0)16759744,-6.258824,53.339874,Dublin,Dublin city centre,Republic of Ireland
858,Lemon Jelly Café,http://www.lemonjellycafe.ie/,+353(0)18735161,-6.26540399999998,53.347195,Dublin,Jervis Street,Republic of Ireland
859,Irish Celtic Craftshop,https://www.facebook.com/Irish-Celtic-Craftshop-495260460660611/,+353(0)16799912,-6.269449,53.343846,Dublin,Dublin city centre,Republic of Ireland
861,Irish Farmers Markets,http://www.irishfarmersmarkets.ie,+353(0)876115016,-6.27295418765813,53.3339322084182,Dublin,Dublin City,Republic of Ireland
862,The Purty Kitchen,http://www.purtykitchen.com,+353(0)12843576,-6.14818,53.295214,Dublin,Dún Laoghaire,Republic of Ireland
863,T.P.Smiths,http://www.thesmithgroup.ie,+353(0)18782067,-6.265949,53.34746,Dublin,Dublin City,Republic of Ireland
864,Designer Mart at Cow's Lane,http://visittemplebar.com/markets-2/designermarket/,+353(0)16772255,-6.26896,53.344286,Dublin,Dublin city centre,Republic of Ireland
865,The Italian Corner at Eliza Lodge Guesthouse,,+353(0)16719114,-6.264848,53.345627,Dublin,Dublin City,Republic of Ireland
866,Cycleways.com,http://www.cycleways.com,+353(0)18734748,-6.265225,53.350985,Dublin,Dublin City,Republic of Ireland
868,Hard Rock Cafe,http://www.hardrock.com,+353(0)16717777,-6.260776,53.345807,Dublin,Dublin city centre,Republic of Ireland
869,Mexico to Rome,http://www.mexicotorome.com,+353(0)16772727,-6.264306,53.345583,Dublin,Dublin city centre,Republic of Ireland
870,The Bull and Castle Beer Hall & Steakhouse,http://www.fxbuckley.ie,+353(0)14751122,-6.26996683068841,53.3435010529414,Dublin,Dublin City,Republic of Ireland
871,FXB Grill at Ryans of Parkgate Street,http://www.fxbuckley.ie/contact-us/,+353(0)16776097,-6.293632,53.348172,Dublin,Dublin City,Republic of Ireland
872,Gaelchultur,http://www.gaelchultur.com,+353(0)14845220,-6.264707,53.344813,Dublin,Dublin City,Republic of Ireland
873,Queen of Tarts,http://www.queenoftarts.ie/,+353(0)16707499,-6.267647,53.344182,Dublin,Dublin City,Republic of Ireland
875,The Boxty House,http://www.boxtyhouse.ie,+353(0)16772762,-6.262216,53.345719,Dublin,Dublin city centre,Republic of Ireland
878,Foodlife by Kylemore - Stephen's Green Centre,http://www.kylemore.com,+353(0)18140600,-6.262002,53.339967,Dublin,Dublin City,Republic of Ireland
879,Kylemore - O'Connell Street,http://www.ksg.ie,+353(0)18722237,-6.259932,53.349959,Dublin,Dublin City,Republic of Ireland
881,Wagamama,http://www.wagamama.ie,+353(0)214278874,-8.4771806,51.8982447,Cork,Cork City,Republic of Ireland
882,Captain Americas,http://www.captainamericas.com,+353(0)214278972,-8.4771727,51.8982605,Cork,Cork City,Republic of Ireland
893,The Old Courthouse Bistro,http://www.liffordoldcourthouse.com,+353(0)749141733,-7.47886,54.833088,Donegal,Lifford,Republic of Ireland
894,The Rusty Nail,,+353(0)749376116,-7.451841,55.275279,Donegal,Clonmany,Republic of Ireland
895,Kinsale Outdoor Education Centre,http://www.kinsaleoutdoors.com,+353(0)214772896,-8.520366,51.701492,Cork,Kinsale,Republic of Ireland
896,Crossogue Equestrian Centre,http://www.crossogue.com,+353(0)50454123,-7.91174371527483,52.673399539614,Tipperary,Thurles,Republic of Ireland
909,Deerpark Pitch & Putt Club,http://www.deerparkpitchandputt.com,+353(0)877823138,-9.504436,52.065909,Kerry,Killarney,Republic of Ireland
910,Run Amuck Childrens Indoor Centre,http://www.runamuck.ie,+353(0)51390551,-7.134058,52.167313,Waterford,Tramore,Republic of Ireland
911,Corrib Candles,http://www.corribcandles.ie/,+353(0)91766187,-9.074389,53.303619,Galway,Menlo,Republic of Ireland
925,Athlone Marina,http://www.discoveringireland.com/athlone-marina/,+353(0)906478687,-7.942624,53.425363,Westmeath,Athlone,Republic of Ireland
926,Dungarvan Harbour Sailing Club,http://dhsc.ie/,+353(0)5845663,-7.619798,52.090451,Waterford,Dungarvan,Republic of Ireland
927,Fenit Harbour Marina Blue Flag Award 2019,http://www.fenitharbour.com,+353(0)667136231,-9.863504,52.271599,Kerry,Fenit,Republic of Ireland
928,Achill Outdoor Education Centre,,+353(0)9847253,-9.96846,53.95755,Mayo,Achill Island,Republic of Ireland
929,Birr Outdoor Education Centre,http://www.birroec.ie,+353(0)579120029,-7.9039,53.0768,Offaly,Birr,Republic of Ireland
930,Burren Outdoor Education Centre,http://www.burrenoec.com,+353(0)657078066,-9.069132,53.100553,Clare,Bellharbour,Republic of Ireland
931,Fort Lucan Outdoor Adventureland,http://www.fortlucan.com,+353(0)16280166,-6.44015,53.370366,Dublin,Lucan,Republic of Ireland
932,Tanagh Outdoor Education Centre,http://www.tanaghoutdooreducation.com,+353(0)495552988,-7.086,54.099098,Cavan,via Cootehill PO,Republic of Ireland
933,Petersburg Outdoor Education Centre,http://www.petersburg.ie,+353(0)949546483,-9.384642,53.556736,Galway,Clonbur,Republic of Ireland
934,Hang Gliding & Paragliding at Mount Leinster,http://www.ihpa.ie,+353(0)872589245,-6.93119754658305,52.8307563192911,Carlow,Carlow,Republic of Ireland
935,Colaiste U.I.S.C.E,http://www.uisce.com,+353(0)9782111,-9.98791151022419,54.2234036905019,Mayo,Béal an Mhuirthead (Belmullet),Republic of Ireland
936,Lilliput Adventure Centre,http://lilliputadventure.com/,+353(0)449226789,-7.436517,53.447778,Westmeath,Lough Ennell,Republic of Ireland
937,Lilliput Jonathan Swift Amenity Park,,+353(0)449226141,-7.436497,53.447782,Westmeath,Mullingar,Republic of Ireland
938,Lough Allen Adventure,http://www.facebook.com/loughallenadventure/,+353(0)719643292,-8.01738371569422,54.1309480440993,Leitrim,Ballinaglera,Republic of Ireland
939,Mountain Biking Club In The University Of Limerick,http://mbul.skynet.ie,+353(0)863502195,-8.57211363546763,52.6736109052694,Limerick,Limerick City,Republic of Ireland
940,Shielbaggan Outdoor Education Centre,http://www.shielbagganoec.com,+353(0)51389550,-6.915437,52.246036,Wexford,New Ross,Republic of Ireland
941,Ski Club Of Ireland,http://www.skiclub.ie,+353(0)12955658,-6.20268343699022,53.2357879677647,Dublin,Kilternan,Republic of Ireland
942,The Orchard Centre,http://www.theorchardcentre.ie,+353(0)40234940,-6.401609,52.792264,Wicklow,Tinahely,Republic of Ireland
943,University of Limerick Activity Centre,http://www.ulac.ie,+353(0)61376622,-8.4677491720463,52.8398050299671,Clare,Killaloe,Republic of Ireland
944,Baltinglass Outdoor Education Centre,http://www.baltinglassoec.com,+353(0)596481002,-6.70578,52.9405,Wicklow,Baltinglass,Republic of Ireland
945,Eireventure Paragliding School,,+353(0)2751877,-9.43932775749895,51.694657634135,Cork,Bantry,Republic of Ireland
946,Midland Paragliding,http://www.paragliding.ie,+353(0)862232955,-8.148685,52.475737,Tipperary,Tipperary,Republic of Ireland
947,O'Callaghan Angling,http://www.ocallaghanangling.com/,+353(0)656821374,-9.39106479053578,52.9375095575713,Clare,Ennis,Republic of Ireland
948,Geary Angling Services And Tackle Supplies,http://www.sea-fishingireland.com/index.html,+353(0)214812167,-8.313021,51.855882,Cork,Cobh,Republic of Ireland
949,Sea Fishing Barry Twomey,http://www.whisperingpinesangling.com/,+353(0)214831843,-8.315792,51.804165,Cork,Crosshaven,Republic of Ireland
950,Sea Fishing Peter Manning,,+353(0)214646773,-8.022578,51.824128,Cork,Ballycotton,Republic of Ireland
951,Sea Fishing Brian McGilloway,http://www.killybegsangling.com/,+00353(0)872200982,-8.449432,54.632509,Donegal,Killybegs,Republic of Ireland
952,Inishowen Boating Company,http://www.irishanglingcharters.ie/charter-listings-details/charter-5/Gemini_II_/_Vagabond_II,+353(0)749370605,-7.263044,55.3031,Donegal,Culdaff,Republic of Ireland
953,Rathmullan Charters,http://www.rathmullancharters.com/,+353(0)749158129,-7.53628045193499,55.0978448504682,Donegal,Rathmullan,Republic of Ireland
954,Sea Fishing Michael Moriarty,,+353(0)667136303,-9.87519236762586,52.2730613566226,Kerry,Fenit,Republic of Ireland
955,Angling In The Barony Of Erris,,+353(0)9782292,-9.98892,54.2237,Mayo,Belmullet,Republic of Ireland
956,Deep Sea Charter at  Dunmore East,http://www.DeepSeaChartersDunmoreEast.com/,+353(0)51383520,-6.990532,52.147217,Waterford,Dunmore East,Republic of Ireland
957,The Planet Athlone,http://planetathlone.ie/,+353(0)906494766,-7.951891,53.428303,Westmeath,Athlone,Republic of Ireland
958,Superdome Tenpin Bowling,http://www.superdome.ie/,+353(0)16260700,-6.378548,53.350195,Dublin,Palmerstown,Republic of Ireland
959,Cape Clear Bird Observatory,http://www.birdwatchireland.ie,+353(0)2839181,-9.505743,51.441452,Cork,Cape Clear Island,Republic of Ireland
960,Doneraile Court & Wildlife Park,http://www.heritageireland.ie/en/south-west/donerailewildlifepark/,+353(0)872515965,-8.581639,52.221723,Cork,Doneraile,Republic of Ireland
961,Glencar Waterfall,,+353(0)719161201,-8.37017,54.338177,Leitrim,Glencar,Republic of Ireland
962,Glenevin Waterfall,http://visitinishowen.com,+353(0)749362600,-7.41572594350165,55.263532525625,Donegal,Clonmany,Republic of Ireland
963,Glengarriff Woods Nature Reserve,http://www.glengarriffnaturereserve.ie/,+353(0)2763636,-9.563768,51.753824,Cork,Glengarriff,Republic of Ireland
964,Scenic Area Mahon Falls,,,-7.50868076486612,52.211101798009,Waterford,Kilmacthomas,Republic of Ireland
965,Sculpture In Woodland,,+353(0)12011111,-6.10706451002902,53.0083027240694,Wicklow,Ashford,Republic of Ireland
966,T-Bay Surf & Eco Centre,http://tbaysurf.com/eco-centre/ecology/,+353(0)51391297,-7.139622,52.15971,Waterford,Tramore,Republic of Ireland
967,T Bay Surf,http://www.tbaysurf.com,+353(0)51391297,-7.15444973017141,52.164342239643,Waterford,Tramore,Republic of Ireland
968,The Blessington Lakes,http://visitwicklow.ie/attractions/blessington-lakes/,,-6.5333,53.161488,Wicklow,Blessington,Republic of Ireland
969,The Gearagh,,+353(0)2821489,-8.959915,51.905141,Cork,Macroom,Republic of Ireland
970,The Mottee Stone,http://visitwicklow.ie/attractions/cronebane-the-mottee-stone/,,-6.21095,52.887488,Wicklow,Avoca,Republic of Ireland
971,The Wexford Slobs and Wildfowl Reserve,http://www.wexfordwildfowlreserve.ie/index.html,+353(0)761002660,-6.419994,52.356994,Wexford,Castlebridge,Republic of Ireland
972,Wild Fowl Reserves,http://www.birdwatchireland.ie,+353(0)12819878,-6.064856,53.071896,Wicklow,Kilcoole,Republic of Ireland
