Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry
Lough Natragh,,+353(0)749721148,-7.83066033852791,54.5425724204761,Donegal,Pettigo,Republic of Ireland
Lough Shivnagh And Lough Acapple,,+353(0)749721148,-8.1244750649169,54.5782004764713,Donegal,Ballintra,Republic of Ireland
River Erne And Tributaries,,+353(0)719841350,-8.20109123772582,54.4978787768346,Donegal,Ballyshannon,Republic of Ireland
River Eske,,+353(0)749721148,-8.12469386053354,54.6505130415758,Donegal,Donegal Town,Republic of Ireland
Angling Bohernabreena Reservoirs,,+353(0)14543444,-6.284188,53.340054,Dublin,Tallaght,Republic of Ireland
Angling Rye Water,,+353(0)16104777,-6.455546,53.381218,Dublin,Lucan,Republic of Ireland
Delvin River,http://www.gormanstonanglers.com/,+353(0)876825619,-6.186156,53.58512,Dublin,Balrothery,Republic of Ireland
River Dodder,,+353(0)12982112,-6.260513,53.2996,Dublin,Churchtown,Republic of Ireland
Scardaun Lough And Black Lough,,,-9.64186328564449,54.0461374294848,Mayo,Ballycroy,Republic of Ireland
Crumlin Fishery,,+353(0)91572196,-9.533766,53.278719,Galway,Costello,Republic of Ireland
Lough Inagh Fishery,http://www.loughinaghlodgehotel.ie,+353(0)9534706,-9.741968,53.520873,Galway,Recess,Republic of Ireland
Screebe Fishery,http://screebe.com/,+353(0)91574110,-9.55302,53.385044,Galway,Connemara,Republic of Ireland
Angling Adrigole River,http://homepage.eircom.net/~swrfb/,+353(0)2641222,-9.72274369354249,51.6940999468813,Cork,Macroom,Republic of Ireland
Angling Barfinnihy Lake,,+353(0)646634720,-9.67196365717768,51.9305148137553,Kerry,Kenmare,Republic of Ireland
Angling Blackwater River Kenmare,,+353(0)646641341,-9.584643,51.880803,Kerry,Kenmare,Republic of Ireland
Angling Cloonee System,,+353(0)646684205,-9.74959805606923,51.8181618012555,Kerry,Kenmare,Republic of Ireland
Sheen River Angling,,+353(0)646641600,-9.59631507960756,51.87353157379,Kerry,Kenmare,Republic of Ireland
Caragh River System,,,-9.79567142795501,52.1030844047732,Kerry,Killorglin,Republic of Ireland
Croansaght River Glanmore Lough,,+353(0)2770379,-9.78225886659771,51.7613882020032,Kerry,Lauragh,Republic of Ireland
Galey River,,+353(0)667121288,-9.48479225361784,52.4492840844071,Limerick,Athea,Republic of Ireland
Glen Lough,,+353(0)2641222,-9.72956321705222,51.6909442684724,Cork,Beara,Republic of Ireland
Inchiquin Lake,,+353(0)646641341,-9.584643,51.880803,Kerry,Kenmare,Republic of Ireland
Roughty River,,,-9.43958,51.903327,Kerry,Kilgarvan,Republic of Ireland
Uragh Lough,,+353(0)2641222,-8.9637,51.906862,Cork,Macroom,Republic of Ireland
Waterville Lakes & River System,,+353(0)2641222,-10.173467,51.819929,Kerry,Waterville,Republic of Ireland
La Boheme Restaurant and Wine Bar,http://www.labohemerestaurant.ie,+353(0)51875645,-7.11377853067108,52.261713872907,Waterford,Waterford City,Republic of Ireland
John Hanly and Co. Ltd. Factory Shop,http://www.johnhanly.com,+353(0)6724278,-8.240006,52.902152,Tipperary,Nenagh,Republic of Ireland
Eason,http://www.easons.com/,+353(0)214270477,-8.471156,51.899528,Cork,Cork City ,Republic of Ireland
Bloomfields Shopping Centre,http://www.dunlaoghaire.ie/shopping,+353(0)12300551,-6.139137,53.292506,Dublin,Dun Laoghaire,Republic of Ireland
Courtville Antiques,http://www.courtville.ie,+353(0)16794042,-6.262222,53.342296,Dublin,Dublin City,Republic of Ireland
Dun Laoghaire Shopping Centre,http://www.dlsc.ie,+353(0)12802981,-6.135089,53.292403,Dublin,Dun Laoghaire,Republic of Ireland
Dundrum Town Centre,http://www.dundrum.ie,+353(0)12991700,-6.24222630422968,53.2871915941625,Dublin,Dundrum,Republic of Ireland
Eason ( & Son Ltd )  -  O'Connell Street,http://www.eason.ie,+353(0)18583800,-6.260497,53.348535,Dublin,Dublin City Centre,Republic of Ireland
Jervis Shopping Centre,http://www.jervis.ie,+353(0)18781323,-6.265646,53.348237,Dublin,Dublin City Centre,Republic of Ireland
John Farrington Antiques,http://www.johnfarringtonantiques.com/,+353(0)16791899,-6.263248,53.342639,Dublin,Dublin City Centre,Republic of Ireland
Johnston Antiques,http://www.johnstonantiques.net,+353(0)14732384,-6.273524,53.33955,Dublin,Dublin City Centre,Republic of Ireland
McDowells Jewellers The Happy Ring House,http://www.mcdowellsjewellers.com/,+353(0)18744961,-6.259938,53.350075,Dublin,Dublin City Centre,Republic of Ireland
Nutgrove Shopping Centre,http://www.nutgroveshoppingcentre.ie,+353(0)14933289,-6.267466,53.289727,Dublin,Rathfarnham,Republic of Ireland
O'Sullivan Antiques,http://www.osullivanantiques.com,+353(0)14541143,-6.27452133498763,53.3410813491635,Dublin,Dublin City Centre,Republic of Ireland
Omni Park Shopping Centre,http://www.omnipark.ie,+353(0)18421262,-6.247977,53.393493,Dublin,Dublin City,Republic of Ireland
The Square,http://www.thesquare.ie/,+353(0)14525944,-6.371895,53.286697,Dublin,Tallaght,Republic of Ireland
Stillorgan Village Centre,http://stillorganvillage.com/,+353(0)12886004,-6.200519,53.28932,Dublin,Stillorgan,Republic of Ireland
The Donegal Shop,http://www.thedonegalshop.com,+353(0)14754621,-6.262002,53.339967,Dublin,Dublin City Centre,Republic of Ireland
Tierneys Gift Shop,http://www.tierneysgifts.com,+353(0)18273211,-6.265395,53.350069,Dublin,Dudlin city centre,Republic of Ireland
Westbury Mall,,+353(0)16772083,-6.261199,53.341481,Dublin,Dublin City Centre,Republic of Ireland
Blacoe Jewellers,http://www.blacoe.com/,+353(0)91568556,-9.053467,53.272369,Galway,Galway City,Republic of Ireland
Duiske Glass,http://www.duiskeglasskilkenny.ie,+353(0)599724174,-6.956914,52.540215,Kilkenny,Graignamanagh,Republic of Ireland
Navan Shopping Centre,http://navantowncentre.ie/,+353(0)469028489,-6.687732,53.653961,Meath,Navan (An Uaimh),Republic of Ireland
Killeens Pub And Tackle Shop,,+353(0)909674112,-8.044893,53.27976,Offaly,Shannonbridge,Republic of Ireland
Criostal na Rinne,http://www.criostal.com,+353(0)5846174,-7.56833003322083,52.0480130888723,Waterford,Dungarvan,Republic of Ireland
Golden Island Shopping Centre Athlone,http://goldenislandshoppingcentre.ie/,+353(0)906476760,-7.934219,53.419942,Westmeath,Athlone,Republic of Ireland
Bevel Furniture,http://www.bevelfurniture.com,+353(0)868232180,-6.853968,52.207657,Wexford,Fethard-on-sea,Republic of Ireland
Glendalough Woollen Mills,http://www.glendaloughwoollenmills.com,+353(0)40445156,-6.301535,53.003522,Wicklow,Glendalough,Republic of Ireland
Burrishoole Fishery,http://www.burrishoole.ie,+353(0)9842300,-9.571961,53.922925,Mayo,Newport,Republic of Ireland
Cong Canal,,+353(0)91563118,-9.05635,53.277138,Galway,Earl's Island,Republic of Ireland
East Mayo Anglers Association,http://www.eastmayoanglers.com,+353(0)949253955,-8.95084,53.942855,Mayo,Swinford,Republic of Ireland
Mount Falcon Fisheries,http://www.mountfalcon.com,+353(0)9674472,-9.16475,54.1024,Mayo,Ballina,Republic of Ireland
Newport House Hotel Fishing Holidays,http://www.newporthouse.ie/fishing.html,+353(0)9841222,-9.547982,53.884955,Mayo,Newport,Republic of Ireland
Owenmore River System,,+353(0)9783487,-9.746402,54.140929,Mayo,Ballina,Republic of Ireland
Angling Bonet River,,+353(0)719620170,-8.30741768686752,54.2275252318817,Leitrim,Dromahair,Republic of Ireland
Drumharlow Lake,http://www.fishinginireland.info/pike/shannon/carrickonshannon.htm#drumharlow,+353(0)719620034,-8.09184659104638,53.9501037022488,Leitrim,Carrick-On-Shannon,Republic of Ireland
Lisdaly Lake,http://www.infowing.ie/waterway/312/lake+lisdaly,+353(0)719620170,-8.09169448000489,53.9501936579604,Leitrim,Carrick-On-Shannon,Republic of Ireland
Stanfords Inn,,+353(0)719164140,-8.302459,54.229829,Leitrim,Dromahair,Republic of Ireland
Angling Bleach Lough,http://www.bleachloughanglers.ie,,-8.81276636800171,52.6168495261355,Limerick,Kildimo,Republic of Ireland
Angling Camoge River,,+353(0)6143762,-8.717057,52.517972,Limerick,Croom,Republic of Ireland
Glasha Lake Trout Fishing,,+353(0)6842295,-9.26516,52.509131,Limerick,Athea,Republic of Ireland
Castletown River,,+353(0)429335484,-6.41334581212017,54.0024621140447,Louth,Dundalk,Republic of Ireland
Angling Bunnoe River,,+353(0)4781122,-7.14478687945724,54.0991057174345,Monaghan,Drum,Republic of Ireland
Sligo District Fisheries,,+353(0)719161201,-8.45180160868333,54.4678098584715,Sligo,Mullaghmore,Republic of Ireland
Fane River,,,-6.380794,53.990296,Louth,Blackrock,Republic of Ireland
Glyde River,,+353(0)429335484,-6.34351638907956,53.8750974421852,Louth,Annagassan,Republic of Ireland
Gageborough River,,+353(0)449348650,-7.62486768561865,53.3383362871995,Offaly,Clara,Republic of Ireland
Angling Ballyshannon District,,+353(0)719841350,-8.46304148183724,54.4606885449987,Sligo,Mullaghmore,Republic of Ireland
Angling Yellow River Offaly,,+353(0)449348650,-7.06928961219078,53.344369982729,Offaly,Edenderry,Republic of Ireland
Alpine Fishery,,+353(0)9636733,-9.09244,54.2159,Sligo,Inniscrone,Republic of Ireland
River Nanny,,+353(0)429335484,-6.24541054179142,53.676019548118,Meath,Laytown,Republic of Ireland
Ballisodare River System,,+353(0)9622623,-8.5090780957031,54.2100902614578,Sligo,Ballisodare,Republic of Ireland
River Tar,http://www.flyfishingireland.com/,+353(0)526136765,-7.730374,52.281886,Tipperary,Clogheen,Republic of Ireland
Angling River Suir,,+353(0)526133450,-7.5421,52.363461,Tipperary,Clonmel,Republic of Ireland
Lough Gill Sligo,,+353(0)719142530,-8.461969,54.270876,Sligo,Sligo Town,Republic of Ireland
Easky River,,,-8.96791207524334,54.2779365366699,Sligo,Easkey,Republic of Ireland
Angling Ballyshunock Reservoir,,,-7.34221,52.225983,Waterford,Kilmacthomas,Republic of Ireland
Glenahiry Lake,http://www.flyfishingireland.com,+353(0)526136765,-7.730374,52.281886,Waterford,Ballymacarbry,Republic of Ireland
Angling White Lake,,8934884(0)86-8934884,-7.30451437128095,53.6693383921237,Westmeath,Castlepollard,Republic of Ireland
Bandon Pottery,http://www.bandonpottery.ie,+353(0)238847843,-8.905104,51.726979,Cork,Enniskeane,Republic of Ireland
Hubbert's Craft Shop,,+353(0)238848697,-9.033436,51.577212,Cork,Rosscarbery,Republic of Ireland
Island Crafts,http://www.islandscrafts.com,+353(0)2820347,-9.373603,51.483363,Cork,Baltimore,Republic of Ireland
Kinsale Silver,http://www.kinsalesilver.ie,+353(0)214774359,-8.52237,51.706111,Cork,Kinsale,Republic of Ireland
Rossmore Country Pottery,http://www.rossmorepottery.com,+353(0)238838875,-8.98341541796878,51.6824378764728,Cork,Clonakilty,Republic of Ireland
Avoca Handweavers Letterfrack,http://www.avoca.ie,+353(0)9541058,-9.94550125561522,53.5508041116326,Galway,Letterfrack,Republic of Ireland
Avoca Handweavers Molls Gap,http://www.avoca.ie/home/explore/stores/?id=7,+353(0)646634720,-9.657848,51.938348,Kerry,Killarney,Republic of Ireland
The Bridge Pottery,http://www.bridgepottery.com,+353(0)567729156,-7.311876,52.573301,Kilkenny,Off Callan/Cork road,Republic of Ireland
Meath County Crafts,http://www.meathtourism.ie,+353(0)469437227,-6.790894,53.554621,Meath,Trim,Republic of Ireland
Avoca Handweavers Enniskerry,http://www.avoca.ie,+353(0)12046066,-6.186874,53.184858,Wicklow,Enniskerry,Republic of Ireland
The Clare Jam Company,,+353(0)657074778,-9.40650634267261,52.991277396499,Clare,Doolin,Republic of Ireland
Cafe Java,http://www.cafejava.ie,+353(0)16600675,-6.259834,53.341222,Dublin,Dublin City,Republic of Ireland
B Bar,,+353(0)16185600,-6.248997,53.330533,Dublin,Dublin City,Republic of Ireland
Copper Face Jack's,http://www.jackson-court.ie,+353(0)14758777,-6.263599,53.335378,Dublin,Dublin City Centre,Republic of Ireland
D Two Nightclub,http://www.dtwonightclub.com,+353(0)14764694,-6.2627805509262,53.3343104809299,Dublin,Dublin City Centre,Republic of Ireland
Hogan's Bar,,+353(0)16775904,-6.264604,53.341978,Dublin,Dublin City Centre,Republic of Ireland
Sean Ogs Bar and Restaurant,http://uptoncourt.ie/kilmuckridge_bar,+353(0)539130128,-6.280268,52.517509,Wexford,Gorey,Republic of Ireland
The Clarendon Bar,http://theclarendonbar.com,+353(0)16792909,-6.262431,53.341057,Dublin,Dublin City Centre,Republic of Ireland
Odeon Nite Bar,http://www.odeon.ie,+353(0)14782088,-6.262809,53.334205,Dublin,Dublin City Centre,Republic of Ireland
Shannon Knights Bars,http://www.shannonknights.ie,+353(0)61361045,-8.879461,52.710722,Clare,Shannon,Republic of Ireland
Brandons Bar,,+353(0)656841346,-8.983768,52.841428,Clare,Ennis,Republic of Ireland
Cassidys Pub,http://www.cassidyspub.com,+353(0)657089109,-9.076522,53.035386,Clare,Carron,Republic of Ireland
Molly's Bar,,+353(0)61376632,-8.438156,52.808854,Clare,Killaloe,Republic of Ireland
The Old Lodge Gastro Pub,http://www.shannonspringshotel.com,+353(0)61364047,-8.861526089319,52.7149912057327,Clare,Shannon,Republic of Ireland
The Anchor Inn,http://www.facebook.com/Anchor-Inn-Killaloe-145650359351514/,+353(0)61376108,-8.440287,52.807129,Clare,Killaloe,Republic of Ireland
The Long Dock,http://www.thelongdock.com,+353(0)659058106,-9.710823,52.604045,Clare,Carrigaholt,Republic of Ireland
Bells Bar,http://www.maldronhotelcork.com,+353(0)214529200,-8.474596,51.902753,Cork,Cork City,Republic of Ireland
Bridge House Bar,,+353(0)2221057,-8.641057,52.132061,Cork,Mallow,Republic of Ireland
Charlie Browne's,,+353(0)2532826,-8.275743,52.140543,Cork,Fermoy,Republic of Ireland
Irish Whip,,+353(0)2837191,-9.462765,51.562391,Cork,Ballydehob,Republic of Ireland
O'Neill's Bar And Restaurant Cork,,+353(0)2773008,-10.044009,51.641474,Cork,Allihies,Republic of Ireland
O'Reagan's Bar,,+353(0)2827621,-9.545359,51.526507,Cork,Schull,Republic of Ireland
Roundy Bar,,+353(0)214222202,-8.476187,51.898741,Cork,Cork City,Republic of Ireland
Dan Sheahan's Bar & Restaurant,http://www.dansheahansbar.com,+353(0)217331659,-8.6801962751465,51.8845428069255,Cork,Ovens,Republic of Ireland
The Olde Fiddle Pub,,+353(0)2251187,-8.640744,52.135224,Cork,Mallow,Republic of Ireland
Biddy O Barnes,http://biddysobarnes.com/,+353(0)749722647,-7.970202,54.709699,Donegal,Barnesmore,Republic of Ireland
Bonner's Corner Bar,,+353(0)749131361,-7.783248,54.799242,Donegal,Ballybofey,Republic of Ireland
Dry Arch Inn,,+353(0)749121827,-7.697169,54.944065,Donegal,Letterkenny,Republic of Ireland
Olde Castle Bar,http://www.oldecastlebar.com,+353(0)749721262,-8.11047,54.654447,Donegal,Donegal Town,Republic of Ireland
Rossgier Inn,,2871382474,-7.500602,54.849098,Donegal,Lifford,Republic of Ireland
The Chasin Bull,http://www.facebook.com/thechasinbull/,+353(0)719841988,-8.275203,54.480245,Donegal,Bundoran,Republic of Ireland
Alfie's Bar and Grill,http://www.conraddublin.com,+353(0)16028900,-6.257232,53.334945,Dublin,Dublin 2,Republic of Ireland
Devitts - An Poc Fada,https://www.facebook.com/devittspub,+353(0)14753414,-6.265451,53.33554,Dublin,Dublin City Centre,Republic of Ireland
Bowes Bar,http://www.doylesintown.com/bowes_bar,+353(0)16714038,-6.257896,53.345793,Dublin,Dublin City Centre,Republic of Ireland
Bruxelles,http://www.bruxelles.ie,+353(0)16775362,-6.260839,53.341345,Dublin,Dublin City Centre,Republic of Ireland
Charles Fitzgerald Pub,http://fitzgeraldsofsandycove.webs.com/,+353(0)12804469,-6.118598,53.285914,Dublin,Sandycove,Republic of Ireland
The International Bar,http://www.international-bar.com,+353(0)16779250,-6.261746,53.343099,Dublin,Dublin City,Republic of Ireland
Doyles Of College Street,http://www.doylesintown.com,+353(0)16710616,-6.257533,53.345764,Dublin,Dublin City,Republic of Ireland
Grogan's Castle Lounge,http://www.groganspub.ie/,+353(0)16779320,-6.262656,53.34221,Dublin,Dublin City Centre,Republic of Ireland
Havana Tapas Bar,http://www.havana.ie,+353(0)14005990,-6.264667,53.343435,Dublin,Dublin City Centre,Republic of Ireland
Irish Film Institute Cafe Bar,http://www.ifi.ie/cafebar,+353(0)16798712,-6.264943,53.344624,Dublin,Dublin City Centre,Republic of Ireland
Birchalls,,+353(0)14973985,-6.250353,53.323374,Dublin,Ranelagh,Republic of Ireland
Jack O'Rourkes,http://www.jackorourkes.com,+353(0)12887102,-6.177892,53.301488,Dublin,Blackrock,Republic of Ireland
Kehoes,http://www.louisfitzgerald.com/kehoes,+353(0)16778312,-6.259445,53.341188,Dublin,Dublin City Centre,Republic of Ireland
Leopardstown Inn,http://www.leopardstowninn.ie/,+353(0)12889189,-6.196844,53.279362,Dublin,Stillorgan,Republic of Ireland
Madigan's Pub North Earl Street,http://www.madigansearlst.com/,+353(0)18740646,-6.25928658035661,53.3500294990138,Dublin,Dublin City Centre,Republic of Ireland
J.W Sweetman,http://jwsweetman.ie/,+353(0)16705777,-6.258047,53.346932,Dublin,Dublin City Centre,Republic of Ireland
O'Neill's,http://www.oneillsbar.com,+353(0)16793656,-6.26076345767205,53.3439112451248,Dublin,Dublin City,Republic of Ireland
Patrick Guilbaud,http://restaurantpatrickguilbaud.ie,+353(0)16764192,-6.252847,53.338538,Dublin,Dublin,Republic of Ireland
Laughter Lounge,http://www.laughterlounge.com,+353(0)18783003,-6.258502,53.347859,Dublin,Dublin City Centre,Republic of Ireland
Nearys Pub,,+353(0)16778596,-6.261229,53.340709,Dublin,Dublin City Centre,Republic of Ireland
O'Neills Pub Pearse Street,http://www.oneillsdublin.com,+353(0)16714074,-6.252434,53.34491,Dublin,Dublin City Centre,Republic of Ireland
The Oak,http://www.theoak.ie,+353(0)16771487,-6.266931,53.344246,Dublin,Dublin City Centre,Republic of Ireland
Rody Bolands,http://www.rodybolands.com,+353(0)14970336,-6.265386,53.321142,Dublin,Rathmines,Republic of Ireland
Sandyford House Bar & Restaurant,http://www.sandyfordhouse.ie,+353(0)18824350,-6.22494535581972,53.269765453705,Dublin,Sandyford,Republic of Ireland
Searsons,http://searsonsbar.ie/,+353(0)16600330,-6.242867,53.333368,Dublin,Dublin City Centre,Republic of Ireland
Sheehans,,+353(0)16771914,-6.26178,53.340957,Dublin,Dublin City,Republic of Ireland
Stillorgan Orchard,http://www.stillorganorchard.com,+353(0)12886793,-6.196981,53.288224,Dublin,Stillorgan,Republic of Ireland
The Bailey Bar,http://www.baileybarcafe.com,+353(0)16704939,-6.259432,53.342008,Dublin,Dublin City Centre,Republic of Ireland
The Big Tree Tavern,,+353(0)18557805,-6.260759,53.359812,Dublin,Dublin City,Republic of Ireland
The Bird Flanagan,,+353(0)14532797,-6.299276,53.336578,Dublin,Rialto,Republic of Ireland
The Bleeding Horse,http://bleedinghorse.ie,+353(0)14752705,-6.264814,53.333478,Dublin,Dublin City Centre,Republic of Ireland
The Dropping Well,http://www.droppingwell.com,+353(0)14973969,-6.254979,53.308028,Dublin,Milltown,Republic of Ireland
The Duke Pub,http://www.thedukedublin.com,+353(0)16799553,-6.25878,53.341978,Dublin,Dublin City Centre,Republic of Ireland
The Globe Bar & Cafe,http://theglobe.ie/,+353(0)16711220,-6.264232,53.343391,Dublin,Dublin City,Republic of Ireland
The Goat Bar and Grill,http://www.goatgrill.com,+353(0)12984145,-6.23084359921211,53.2901271053574,Dublin,Dublin 14,Republic of Ireland
The Green Lizard,,+353(0)14545421,-6.275287,53.342311,Dublin,Dublin City,Republic of Ireland
The Hairy Lemon,http://www.thehairylemon.ie/,+353(0)16718949,-6.26387,53.341223,Dublin,Dublin City,Republic of Ireland
The Harp Lounge,http://www.carnegiecourthotel.com/harp-bar-pub-swords,+353(0)18404384,-6.217837,53.462472,Dublin,Swords,Republic of Ireland
The Long Hall,,+353(0)14751590,-6.265267,53.341822,Dublin,Dublin City,Republic of Ireland
The Lord Edward Tavern,http://www.lordedward.ie,+353(0)14542420,-6.270059,53.343077,Dublin,Dublin City,Republic of Ireland
Matt the Thresher,http://www.mattthethresher.ie,+353(0)16762980,-6.251742,53.336947,Dublin,Dublin City Centre,Republic of Ireland
The Step Inn,http://www.thestepinn.com,+353(0)12956202,-6.214296,53.253072,Dublin,Stepaside,Republic of Ireland
The White House Dublin,http://www.whitehouse.ie/,+353(0)18342683,-6.337808,53.440112,Dublin,The Ward,Republic of Ireland
The Willows,http://thewillowsdundrum.com/,+353(0)12984310,-6.250868,53.284176,Dublin,Dundrum,Republic of Ireland
The Yacht Public House,http://www.theyachtbar.ie,+353(0)18336364,-6.215115,53.361683,Dublin,Clontarf,Republic of Ireland
Uncle Toms Cabin,https://www.facebook.com/uncletomsdundrum,+353(0)12984357,-6.246424,53.295219,Dublin,Dundrum,Republic of Ireland
Village Inn Crumlin,https://www.facebook.com/crumlinvillageinn,+353(0)14557861,-6.316732,53.320119,Dublin,Crumlin,Republic of Ireland
Wrens Nest,http://www.thewrensnest.ie,+353(0)539122359,-6.460852,52.339646,Dublin,Wexford,Republic of Ireland
E J Kings,http://www.ejkings.com,+353(0)9521330,-10.022512,53.488437,Galway,Clifden,Republic of Ireland
Massimo,http://massimogalway.com,+353(0)91582239,-9.059913,53.270004,Galway,Galway City,Republic of Ireland
Monroes Tavern,http://www.monroes.ie,+353(0)91583397,-9.057768,53.269974,Galway,Galway City Centre,Republic of Ireland
O'Boyles Pub,,+353(0)9345730,-8.603555,53.497203,Galway,Moylough,Republic of Ireland
O'Connell's Bar Galway,,+353(0)91563634,-9.048343,53.274612,Galway,Galway City,Republic of Ireland
O'Connor's Famous Pub,http://www.oconnorsbar.com,+353(0)91523468,-9.074596,53.261071,Galway,Salthill,Republic of Ireland
Murty Rabbitt's Bar And Restaurant,https://www.facebook.com/Murty-Rabbitts-170087023085549/?rf=192316184117671,+353(0)91566490,-9.047148,53.274823,Galway,Galway City.,Republic of Ireland
Red Square,http://www.eyresquarehotel.com/restaurants-bars-galway,+353(0)91569633,-9.047374,53.274274,Galway,Galway City Centre,Republic of Ireland
Sally Long's Bar,,+353(0)91565756,-9.053671,53.274022,Galway,Galway City,Republic of Ireland
The Bunch Of Grapes Bar,,+353(0)91563325,-9.05386,53.27158,Galway,Galway City,Republic of Ireland
The Dew Drop Inn,,+353(0)91561070,-9.054332,53.271893,Galway,Galway City Centre,Republic of Ireland
Baily's Corner,http://www.bailyscorner.com,+353(0)667126230,-9.70390853240201,52.2692378348724,Kerry,Tralee,Republic of Ireland
Buckley's Bar,http://www.arbutuskillarney.com,+353(0)646631037,-9.50609,52.059566,Kerry,Killarney,Republic of Ireland
Dick Mack's,http://www.dickmackspub.com/,+353(0)669151960,-10.270753,52.141279,Kerry,Dingle,Republic of Ireland
Falvey's Bar And Lounge,,+353(0)669761384,-9.784358,52.106247,Kerry,Killorglin,Republic of Ireland
Fertha Bar And Restaurant,,+353(0)669472023,-10.225852,51.946301,Kerry,Cahersiveen,Republic of Ireland
Harty Costello Bar And Restaurant,,+353(0)6827129,-9.671038,52.511473,Kerry,Ballybunion,Republic of Ireland
Páidí Ó'Sé's Pub,,+353(0)669159011,-10.3562523477783,52.1334006426255,Kerry,Dingle,Republic of Ireland
Sheahan's Bar,,+353(0)6821250,-9.486056,52.448436,Kerry,Listowel,Republic of Ireland
Spillane's Bar & Restaurant,http://www.spillanesbar.com,+353(0)667139125,-10.040051,52.303064,Kerry,Castlegregory,Republic of Ireland
Square Pint,,+353(0)646642357,-9.58398,51.880118,Kerry,Kenmare,Republic of Ireland
The Blue Bull,,+353(0)646645382,-9.89884,51.837353,Kerry,Sneem,Republic of Ireland
The Laune Bar And Restaurant,,+353(0)646632722,-9.510079,52.058956,Kerry,Killarney ,Republic of Ireland
Fallon's Bar & Café,http://www.fallonb.ie/,+353(0)45481260,-6.74185,53.131511,Kildare,Kilcullen,Republic of Ireland
Victors Bar and Restaurant,http://www.clubhousehotel.com/vistors-bar-restaurant-kilkenny.html,+353(0)567721994,-7.251784,52.649348,Kilkenny,Kilkenny,Republic of Ireland
Matt The Millers,http://www.mattthemillers.com,+353(0)567761696,-7.249847,52.652195,Kilkenny,Kilkenny City,Republic of Ireland
Riverview Bar and The Terrace Kitchen,http://www.rivercourthotel.com/en/dining/,+353(0)567723388,-7.248748,52.652697,Kilkenny,Kilkenny,Republic of Ireland
Shirleys Pub,https://www.facebook.com/shirleys.kells,+353(0)567728302,-7.273304,52.539815,Kilkenny,Kells,Republic of Ireland
Grellan Delaney And Sons,http://www.grellandelaneys.com/,+353(0)578622916,-7.299816,53.03397,Laois,Portlaoise,Republic of Ireland
O' Donoghues Pub,,+353(0)578621199,-7.30315,53.033397,Laois,Portlaoise,Republic of Ireland
Treacy's Restaurant,http://www.treacys.ie,+353(0)578646539,-7.217094,53.067811,Laois,Portlaoise,Republic of Ireland
Treacys The Heath,http://www.treacys.ie/,+353(0)578646539,-7.217094,53.067811,Laois,Portlaoise,Republic of Ireland
Sorohans,,+353(0)719641805,-8.038141,54.048853,Leitrim,Drumshanbo,Republic of Ireland
Fitzpatricks Bar & Restaurant,http://www.fitzpatricks-restaurant.com,+353(0)429376193,-6.293797,54.008628,Louth,Dundalk,Republic of Ireland
McHughs Bar & Venue,http://mchughsvenue.ie/,+353(0)419835995,-6.346796,53.71607,Louth,Drogheda,Republic of Ireland
Matt Molloy,http://www.mattmolloy.com,+353(0)9826655,-9.522725,53.799184,Mayo,Westport,Republic of Ireland
Rouses  Bar,,+353(0)9621083,-9.154936,54.113847,Mayo,Ballina,Republic of Ireland
Dalys Inn,http://www.dalysofdonore.com,+353(0)419823252,-6.417499,53.692242,Meath,Donore,Republic of Ireland
Harnans Pub,http://www.facebook.com/harnanspub/,+353(0)862645565,-6.804578,53.487893,Meath,Rathmolyon,Republic of Ireland
Jacks Railway Bar,,+353(0)879034792,-6.881864,53.721507,Meath,Kells,Republic of Ireland
Tara Na Ri Pub,http://www.facebook.com/tnari,+353(0)469021460,-6.62067,53.603723,Meath,Navan ,Republic of Ireland
John Langs Pub,,+353(0)719163105,-8.523584,54.393201,Sligo,Grange,Republic of Ireland
Talbot Bar,https://www.facebook.com/TheTalbotBar,+353(0)6731211,-8.198041,52.861862,Tipperary,Nenagh,Republic of Ireland
Anchor Bar Dungarvan,http://www.facebook.com/anchorbardungarvan?fref=ts,+353(0)5841249,-7.618756,52.089821,Waterford,Dungarvan,Republic of Ireland
Eamonns Place,http://www.facebook.com/EamonnsPlace/,+353(0)5854025,-7.931088,52.1378,Waterford,Lismore,Republic of Ireland
Enterprise Bar,http://www.facebook.com/Tynans1954/,+353(0)5841327,-7.621457,52.089632,Waterford,Dungarvan,Republic of Ireland
Geoffs Bar,,+353(0)51874787,-7.111912,52.25811,Waterford,Waterford,Republic of Ireland
Lady Belle,https://www.facebook.com/LadyBellePub/,+353(0)5844222,-7.620243,52.089933,Waterford,Dungarvan,Republic of Ireland
The Moorings Bar,http://www.mooringsdungarvan.com/,+353(0)5841461,-7.617106,52.089558,Waterford,Dungarvan,Republic of Ireland
The Palace Bar,https://www.facebook.com/ThePalaceBarAthlone,+353(0)906492229,-7.943798,53.423381,Westmeath,Athlone,Republic of Ireland
Boggans Pub And Restaurant,,+353(0)539230181,-6.284169,52.513256,Wexford,Gorey,Republic of Ireland
Ye Olde Coopers Inn & Loft Restaurant,,+353(0)539158942,-6.455567,52.256681,Wexford,Rosslare,Republic of Ireland
The Courtyard Ferns,http://www.thecourtyardferns.ie/,+353(0)539366531,-6.497072,52.590853,Wexford,Ferns,Republic of Ireland
